head;relation;tail
teaching assistant;exactMatch;teaching assistant
coke oven filler;exactMatch;coke oven filler
web printer;exactMatch;web printer
netknotter;exactMatch;netknotter
operator flat polisher;exactMatch;operator flat polisher
real estate administrative assistant;exactMatch;real estate administrative assistant
investment administrative assistant;exactMatch;investment administrative assistant
developer of software for mobile devices for industrial use;exactMatch;developer of software for mobile devices for industrial use
back office assistant financial markets;exactMatch;back office assistant financial markets
repairer of household appliances;exactMatch;repairer of household appliances
marquee builder;exactMatch;marquee builder
stage builder;exactMatch;stage builder
scaffold builder;exactMatch;scaffold builder
scaffolding mechanic;exactMatch;scaffolding mechanic
vehicle electronics mechanic;exactMatch;vehicle electronics mechanic
battery mechanic;exactMatch;battery mechanic
brake fitter;exactMatch;brake fitter
water treatment plant mechanic;exactMatch;water treatment plant mechanic
automation technician;exactMatch;automation technician
it research consultant;exactMatch;it research consultant
metallurgy technician;exactMatch;metallurgy technician
materials scientist;exactMatch;materials scientist
animation filmmaker;exactMatch;animation filmmaker
harvester in aquaculture;exactMatch;harvester in aquaculture
caulker;exactMatch;caulker
referee;exactMatch;referee
stock administrator raw materials store;exactMatch;stock administrator raw materials store
stock administrator;exactMatch;stock administrator
industrial painter foreman;exactMatch;industrial painter foreman
vehicle upholsterer;exactMatch;vehicle upholsterer
aircraft examiner;exactMatch;aircraft examiner
nutritionist-prepared meals;exactMatch;nutritionist-prepared meals
dietician;exactMatch;dietician
flight information officer;exactMatch;flight information officer
aviation assembly supervisor;exactMatch;aviation assembly supervisor
aircraft assembly technician;exactMatch;aircraft assembly technician
fish filleter;exactMatch;fish filleter
health and safety inspector in the transport sector;exactMatch;health and safety inspector in the transport sector
hardware, sanitary and heating equipment sales representative;exactMatch;hardware, sanitary and heating equipment sales representative
official of an interest group;exactMatch;official of an interest group
machinery and industrial equipment representative;exactMatch;machinery and industrial equipment representative
commercial representative for electricity;exactMatch;commercial representative for electricity
electronic and telecommunications equipment representative;exactMatch;electronic and telecommunications equipment representative
nursing assistant;exactMatch;nursing assistant
obstetrician;exactMatch;obstetrician
airline pilot;exactMatch;airline pilot
copilot;exactMatch;copilot
meter reader gas, water, electricity;exactMatch;meter reader gas, water, electricity
ironing machine operator;exactMatch;ironing machine operator
paper cutter;exactMatch;paper cutter
cattle surgeon;exactMatch;cattle surgeon
embryo transferor;exactMatch;embryo transferor
artificial insemination technician;exactMatch;artificial insemination technician
pig farmer;exactMatch;pig farmer
commercial representative for renewable energy;exactMatch;commercial representative for renewable energy
legal services manager;exactMatch;legal services manager
cardboard assembly worker;exactMatch;cardboard assembly worker
ship's agent;exactMatch;ship's agent
policy officer for agricultural affairs;exactMatch;policy officer for agricultural affairs
policy coordinator emancipation affairs;exactMatch;policy coordinator emancipation affairs
investment banker corporate clients;exactMatch;investment banker corporate clients
equity analyst;exactMatch;equity analyst
fund manager investment funds;exactMatch;fund manager investment funds
investment relationship manager;exactMatch;investment relationship manager
investment advisor;exactMatch;investment advisor
investment company director;exactMatch;investment company director
investment fund broker;exactMatch;investment fund broker
tax administrative assistant;exactMatch;tax administrative assistant
tax adviser;exactMatch;tax adviser
medical archive assistant;exactMatch;medical archive assistant
pacs application manager;exactMatch;pacs application manager
curtain and carpet cleaner;exactMatch;curtain and carpet cleaner
social assistant;exactMatch;social assistant
wallpaper team leader;exactMatch;wallpaper team leader
image technician;exactMatch;image technician
agricultural consultant;exactMatch;agricultural consultant
swimming instructor;exactMatch;swimming instructor
lifeguard;exactMatch;lifeguard
zoological laboratory technician;exactMatch;zoological laboratory technician
pilates trainer;exactMatch;pilates trainer
ship upholsterer;exactMatch;ship upholsterer
floor fitter resilient floor covering;exactMatch;floor fitter resilient floor covering
shelf stacker;exactMatch;shelf stacker
animal nutritionist;exactMatch;animal nutritionist
business engineer;exactMatch;business engineer
road assistance worker;exactMatch;road assistance worker
landscape inspector;exactMatch;landscape inspector
harbour master;exactMatch;harbour master
energy supply manager;exactMatch;energy supply manager
manager aeronautical communications and frequencies coordination manager;exactMatch;manager aeronautical communications and frequencies coordination manager
student support worker;exactMatch;student support worker
study advisor higher education;exactMatch;study advisor higher education
cabin assistant;exactMatch;cabin assistant
judicial notary;exactMatch;judicial notary
brick cutter;exactMatch;brick cutter
livestock consultant;exactMatch;livestock consultant
door-to-door salesman;exactMatch;door-to-door salesman
blind printer;exactMatch;blind printer
assembly technician battery systems;exactMatch;assembly technician battery systems
hard solderer;exactMatch;hard solderer
mental health counsellor;exactMatch;mental health counsellor
back office assistant;exactMatch;back office assistant
social counselor;exactMatch;social counselor
dentist;exactMatch;dentist
game development manager;exactMatch;game development manager
wastewater treatment plant manager;exactMatch;wastewater treatment plant manager
manager corporate social responsibility;exactMatch;manager corporate social responsibility
demolisher;exactMatch;demolisher
surface grinder;exactMatch;surface grinder
binder of leaves;exactMatch;binder of leaves
employee drying barn;exactMatch;employee drying barn
hair removal specialist;exactMatch;hair removal specialist
beauty salon assistant;exactMatch;beauty salon assistant
beautician;exactMatch;beautician
director of special education;exactMatch;director of special education
special education coordinator;exactMatch;special education coordinator
archive assistant;exactMatch;archive assistant
